City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,afua,-0.1567,-50.3867,27.5,73,67,3.91,BR,1697234195
83,baiyin,36.5583,104.2081,8.75,60,29,0.57,CN,1697234195
84,cambria,35.5641,-121.0808,29.41,55,35,2.52,US,1697234195
85,labytnangi,66.6572,66.4183,0.14,99,100,1.51,RU,1697234195
86,isola di capo rizzuto,38.96,17.0933,20.66,74,5,2.88,IT,1697234195
87,vila velha,-20.3297,-40.2925,26.97,78,20,5.14,BR,1697233941
88,vikulovo,56.8167,70.6107,6.39,65,100,6.74,RU,1697234196
89,labrador city,52.9463,-66.9114,6.95,93,100,4.63,CA,1697234196
90,argo,37.6333,22.7333,18.36,50,1,1.35,GR,1697234196
91,sao joao da barra,-21.6403,-41.0511,25.05,91,100,5.43,BR,1697234196
92,sinop,41.7711,34.8709,11.2,63,1,1.07,TR,1697234196
93,dalandzadgad,43.5708,104.425,9.83,26,0,4.09,MN,1697234196
94,jiujiang,29.7333,115.9833,17.8,79,97,2.42,CN,1697234196
95,nyrsko,49.2939,13.1435,16.49,64,33,3.61,CZ,1697234197
96,chimore,-16.9833,-65.1333,24.56,49,65,1.15,BO,1697233951
97,trinity beach,-16.7888,145.6968,24.45,68,45,4.12,AU,1697234197
98,bethel,41.3712,-73.414,16.47,61,12,0.45,US,1697233916
99,princeville,45.7668,-61.2985,11.86,91,96,2.57,CA,1697234197
100,qaqortoq,60.7167,-46.0333,3.58,58,72,2.48,GL,1697234197
101,kapuskasing,49.4169,-82.4331,9.05,76,100,6.17,CA,1697234197
102,namibe,-15.1961,12.1522,19.34,77,14,2.3,AO,1697234197
103,kristiansund,63.1115,7.732,6.36,87,40,3.09,NO,1697234198
104,kone,-21.0595,164.8658,26.31,63,7,1.44,NC,1697234198
105,happy valley-goose bay,53.3168,-60.3315,9.17,81,100,5.14,CA,1697234198
106,howard springs,-12.497,131.047,26.01,74,16,1.39,AU,1697234198
107,puerto natales,-51.7236,-72.4875,6.4,81,37,3.95,CL,1697234198
108,fortuna,40.5982,-124.1573,14.51,90,75,3.09,US,1697234198
109,queenstown,-31.8976,26.8753,11.14,72,82,2.32,ZA,1697234094
110,portland,45.5234,-122.6762,21.57,56,75,5.66,US,1697234198
111,wynyard,-41.0,145.7167,10.8,90,92,7.83,AU,1697234199
112,brookings,44.3114,-96.7984,8.0,95,100,9.26,US,1697233938
113,puerto ayora,-0.7393,-90.3518,28.98,75,67,4.26,EC,1697234199
114,benguela,-12.5763,13.4055,23.82,77,93,4.05,AO,1697234199
115,wailua homesteads,22.0669,-159.378,30.07,63,0,4.63,US,1697234199
116,dubbo,-32.25,148.6167,13.07,62,0,2.57,AU,1697234163
117,vila franca do campo,37.7167,-25.4333,22.71,99,100,9.81,PT,1697234199
118,vilyuchinsk,52.9306,158.4028,3.85,93,100,0.82,RU,1697234199
119,verkhnevilyuysk,63.4453,120.3167,-3.44,63,100,1.6,RU,1697234200
120,nova sintra,14.8667,-24.7167,24.87,80,85,3.32,CV,1697234200
121,northam,51.0333,-4.2167,13.14,74,23,9.2,GB,1697234200
122,mbanza-ngungu,-5.25,14.8667,22.83,84,58,2.42,CD,1697234200
123,senador jose porfirio,-2.5908,-51.9542,31.77,45,78,1.06,BR,1697234200
124,neiafu,-18.65,-173.9833,25.38,78,75,4.12,TO,1697234200
125,dazhong,33.1997,120.4578,14.97,75,83,3.11,CN,1697234200
126,kloulklubed,7.0419,134.2556,28.28,79,100,4.81,PW,1697234201
127,ancud,-41.8697,-73.8203,10.6,74,98,1.49,CL,1697234201
128,mont-laurier,46.5501,-75.4993,12.79,82,72,2.62,CA,1697233937
129,dzerzhinskoye,56.8344,95.2283,2.64,84,99,3.04,RU,1697234201
130,gaspra,44.4333,34.1,14.48,79,100,1.13,UA,1697234201
131,seeb,23.6703,58.1891,29.14,59,0,1.23,OM,1697234201
132,utrik,11.2278,169.8474,28.17,78,78,4.31,MH,1697234201
133,pavilosta,56.8879,21.1859,15.95,89,100,13.48,LV,1697234202
134,nieuw amsterdam,5.8833,-55.0833,33.09,65,20,1.03,SR,1697234202
135,abong mbang,3.9833,13.1833,20.36,99,69,0.79,CM,1697234202
136,visakhapatnam,17.69,83.2093,23.94,100,20,1.03,IN,1697234149
137,betio village,1.358,172.9211,30.02,70,66,2.63,KI,1697234202
138,kyosai,34.8503,128.5886,14.98,71,93,1.13,KR,1697234202
139,novyy urgal,51.0736,132.5642,4.99,89,3,0.65,RU,1697234202
140,buurhakaba,2.8026,44.0781,25.4,77,55,4.12,SO,1697234202
141,tonghae,37.5439,129.1069,15.01,74,84,2.92,KR,1697234203
142,arraial do cabo,-22.9661,-42.0278,21.98,88,100,6.69,BR,1697234203
143,broome,42.2506,-75.833,12.55,73,53,1.79,US,1697234203
144,thomaston,32.8882,-84.3266,18.36,89,100,2.06,US,1697234203
145,mhamid,29.82,-5.72,24.39,24,21,1.97,MA,1697234203
146,kirensk,57.7853,108.1119,1.68,99,100,2.24,RU,1697234203
147,taft,31.7471,54.2088,18.97,32,20,2.06,IR,1697234203
148,aldan,58.6031,125.3894,-1.0,84,100,2.68,RU,1697234203
149,khandyga,62.6667,135.6,-10.22,98,98,0.82,RU,1697234204
150,pimentel,-6.8367,-79.9342,24.16,64,0,9.26,PE,1697234204
151,daru,-9.0763,143.2092,25.51,87,94,6.39,PG,1697234204
152,fale old settlement,-9.3852,-171.2468,28.51,77,100,10.65,TK,1697234204
153,yoloten,37.2989,62.3597,9.37,43,0,4.08,TM,1697234204
154,port lincoln,-34.7333,135.8667,14.59,74,100,6.1,AU,1697234204
155,bechar,31.6167,-2.2167,24.18,23,0,5.14,DZ,1697234204
156,idil,37.3411,41.8895,20.13,30,0,1.63,TR,1697234205
157,college,64.8569,-147.8028,2.82,76,40,0.0,US,1697234205
158,belyy yar,53.6039,91.3903,-0.06,93,37,2.0,RU,1697234205
159,oulmes,33.4258,-6.0014,17.14,36,78,0.71,MA,1697234205
160,kangding,30.0513,101.9603,5.0,75,20,2.15,CN,1697234205
161,naze,28.3667,129.4833,22.51,73,58,4.06,JP,1697233933
162,kukawa,12.9234,13.5606,31.28,25,51,3.21,NG,1697234205
163,iron river,46.0927,-88.6423,9.19,81,99,3.73,US,1697234206
164,atafu village,-8.5421,-172.5159,28.64,75,98,10.51,TK,1697234206
165,bodaybo,57.8506,114.1933,2.18,82,100,6.07,RU,1697234206
166,nampula,-15.1165,39.2666,23.97,64,0,6.26,MZ,1697234206
167,talnakh,69.4865,88.3972,-0.44,96,97,2.83,RU,1697234206
168,puerto aysen,-45.4,-72.7,7.47,99,100,1.24,CL,1697234206
169,"laikit, laikit ii (dimembe)",1.4792,124.9735,19.47,100,20,1.03,ID,1697234206
170,djambala,-2.5447,14.7533,21.74,88,97,2.2,CG,1697234206
171,puerto deseado,-47.7503,-65.8938,11.57,51,25,8.08,AR,1697234207
172,korsakov,46.6328,142.7813,11.32,84,5,3.13,RU,1697234207
173,howrah,22.5892,88.3103,26.0,78,20,0.0,IN,1697234207
174,swakopmund,-22.6833,14.5333,13.47,85,11,1.34,NA,1697234207
175,geraldton,-28.7667,114.6,15.23,72,0,1.54,AU,1697234207
176,amahai,-3.3333,128.9167,25.67,88,99,1.03,ID,1697233925
177,surovikino,48.6078,42.8486,11.83,72,93,2.27,RU,1697234207
178,morondava,-20.2833,44.2833,24.7,81,2,1.36,MG,1697234207
179,port saint john's,-31.6229,29.5448,17.76,80,70,7.68,ZA,1697234208
180,castanos,26.7833,-101.4167,29.4,52,1,5.39,MX,1697234208
181,sand springs,36.1398,-96.1089,21.19,44,40,4.63,US,1697234208
182,ibirite,-20.0219,-44.0589,30.42,77,97,2.02,BR,1697234160
183,seka,17.9285,103.9552,21.2,89,66,2.62,TH,1697234208
184,iquique,-20.2208,-70.1431,19.02,74,18,1.94,CL,1697234038
185,axim,4.8699,-2.2405,25.26,92,98,2.91,GH,1697234208
186,sittwe,20.15,92.9,24.62,86,7,1.98,MM,1697234208
187,ntcheu,-14.8203,34.6359,24.23,39,4,1.18,MW,1697234208
188,lebu,-37.6167,-73.65,11.04,79,95,8.93,CL,1697234209
189,enewetak,11.3474,162.3373,28.34,73,70,3.57,MH,1697233917
190,callao,-12.0667,-77.15,19.16,72,100,3.09,PE,1697234209
191,nogliki,51.8333,143.1667,8.31,78,100,5.61,RU,1697234209
192,aasiaat,68.7098,-52.8699,-0.97,97,100,6.52,GL,1697234209
193,chamalieres,45.7756,3.0631,22.4,49,75,2.57,FR,1697234209
194,zaragoza,41.6561,-0.8773,23.34,40,0,3.09,ES,1697234129
195,acarau,-2.8856,-40.12,26.31,83,5,8.13,BR,1697234210
196,santa vitoria,-18.8386,-50.1214,26.35,70,100,2.37,BR,1697233927
197,taulaga,-11.0553,-171.0883,27.85,72,91,9.94,AS,1697234210
198,petropavlovsk-kamchatsky,53.0452,158.6483,3.03,73,75,6.71,RU,1697234210
199,mount gambier,-37.8333,140.7667,12.46,80,100,5.48,AU,1697234210
200,flin flon,54.7682,-101.865,10.91,66,75,1.54,CA,1697234210
201,yigo village,13.5361,144.8886,26.62,90,20,2.57,GU,1697234210
202,thompson,55.7435,-97.8558,15.09,55,0,2.57,CA,1697234210
203,chibougamau,49.9168,-74.3659,8.79,93,75,2.57,CA,1697234211
204,ecoporanga,-18.3733,-40.8306,26.95,60,100,4.15,BR,1697234211
205,rawai,7.7797,98.3253,26.06,77,86,3.89,TH,1697234211
206,nakambala,-15.8324,27.7799,26.85,28,5,1.06,ZM,1697234211
207,tabarka,36.9544,8.758,19.36,48,0,3.6,TN,1697234211
208,stanley,54.868,-1.6985,7.93,79,0,5.66,GB,1697234211
209,port douglas,-16.4833,145.4667,23.6,65,76,1.69,AU,1697234211
210,lihue,21.9789,-159.3672,30.41,64,0,4.63,US,1697234211
211,tabou,4.423,-7.3528,25.19,91,35,2.21,CI,1697234212
212,nuevo ideal,24.8875,-105.0728,23.15,47,44,1.75,MX,1697234212
213,lower hutt,-41.2167,174.9167,12.95,94,100,12.35,NZ,1697234212
214,mukalla,14.5425,49.1242,26.7,74,0,1.19,YE,1697234212
215,smithers,54.7804,-127.1743,14.18,54,20,4.63,CA,1697234212
216,eenhana,-17.4667,16.3333,25.49,20,65,4.65,NA,1697234212
217,phan rang-thap cham,11.5667,108.9833,24.53,88,100,1.2,VN,1697234212
218,san patricio,28.017,-97.5169,32.97,47,28,1.83,US,1697234212
219,orchomenos,38.4929,22.9796,19.19,45,31,0.8,GR,1697234213
220,kolwezi,-10.7148,25.4667,19.37,77,100,0.36,CD,1697234213
221,gadzhiyevo,69.2551,33.3362,0.76,80,18,2.99,RU,1697234213
222,sisimiut,66.9395,-53.6735,1.95,72,100,8.68,GL,1697234213
223,casablanca,33.5928,-7.6192,22.12,83,95,1.79,MA,1697233990
224,margaret river,-33.95,115.0667,10.97,90,11,4.72,AU,1697234213
225,touros,-5.1989,-35.4608,26.0,82,8,7.65,BR,1697234213
226,carnarvon,-24.8667,113.6333,23.1,58,70,6.26,AU,1697234213
227,la'ie,21.6477,-157.9253,30.98,69,26,1.79,US,1697234213
228,asahikawa,43.7678,142.3703,9.56,87,75,5.14,JP,1697234214
229,pangody,65.85,74.4859,1.08,98,100,4.79,RU,1697234214
230,sandnessjoen,66.0217,12.6316,7.29,68,93,8.6,NO,1697234214
231,sabha,27.0377,14.4283,23.58,28,0,3.91,LY,1697234214
232,novodvinsk,64.4165,40.8122,4.32,94,91,3.81,RU,1697234214
233,alice springs,-23.7,133.8833,10.75,35,0,0.0,AU,1697234214
234,gebeit,21.0667,36.3167,24.66,41,0,1.62,SD,1697234214
235,parauapebas,-6.0675,-49.9022,25.99,88,20,0.0,BR,1697234214
236,coquimbo,-29.9533,-71.3436,15.85,77,20,5.14,CL,1697234215
237,reggane,26.7158,0.1714,27.94,21,0,3.86,DZ,1697234215
238,sao tome,0.3365,6.7273,25.99,85,99,0.46,ST,1697234215
239,banjar,-8.19,114.9675,23.84,88,97,1.76,ID,1697234215
240,dakhla,23.6848,-15.958,25.01,65,0,1.03,EH,1697234215
241,mcalester,34.9334,-95.7697,23.05,33,0,6.69,US,1697234215
242,swift current,50.2834,-107.8014,10.45,46,100,5.14,CA,1697234215
243,coaldale,49.7167,-112.6185,10.55,71,75,7.2,CA,1697234216
244,severo-yeniseyskiy,60.3725,93.0408,0.88,90,100,4.02,RU,1697234216
245,faya-largeau,17.9257,19.1043,30.79,21,0,7.92,TD,1697234216
246,port alfred,-33.5906,26.891,14.54,98,91,6.53,ZA,1697233921
247,mount pearl,47.5166,-52.7813,11.58,98,100,4.12,CA,1697234216
248,mossel bay,-34.1831,22.146,13.96,85,21,4.4,ZA,1697234216
249,nadym,65.5333,72.5167,1.67,99,100,5.2,RU,1697233917
250,miles city,46.4083,-105.8406,9.54,66,75,2.57,US,1697233952
251,bikenibeu village,1.3673,173.1241,29.98,74,40,2.06,KI,1697234216
252,mahina,-17.5065,-149.489,29.87,62,20,4.63,PF,1697234217
253,la paz,-16.5,-68.15,19.99,22,75,5.14,BO,1697234217
254,olyokminsk,60.3736,120.4264,0.55,82,100,0.89,RU,1697234217
255,jalai nur,49.45,117.7,7.36,57,17,3.63,CN,1697233919
256,sosnovka,56.255,51.2842,5.92,86,10,5.26,RU,1697234217
257,kadhan,24.481,68.9859,25.43,75,0,4.21,PK,1697234217
258,afaahiti,-17.75,-149.2833,28.93,74,21,5.01,PF,1697234217
259,bel ombre,-4.6167,55.4167,26.91,89,40,2.06,SC,1697234217
260,mount isa,-20.7333,139.5,21.87,20,16,4.63,AU,1697234218
261,machico,32.7,-16.7667,27.85,88,20,1.54,PT,1697234218
262,new norfolk,-42.7826,147.0587,13.72,92,100,5.17,AU,1697234218
263,moranbah,-22.0016,148.0466,22.95,32,1,3.66,AU,1697234218
264,tofol,5.3248,163.0078,28.88,79,75,1.54,FM,1697234218
265,island harbour,50.724,-1.2758,11.07,89,71,2.24,GB,1697234218
266,port mathurin,-19.6833,63.4167,22.3,69,39,5.9,MU,1697234219
267,prabumulih,-3.45,104.25,21.83,96,93,1.22,ID,1697234219
268,tambura,5.6,27.4667,22.94,78,13,0.45,SS,1697234219
269,manokwari,-0.8667,134.0833,26.47,78,100,1.05,ID,1697234219
270,kattivakkam,13.2167,80.3167,27.26,82,21,2.63,IN,1697234219
271,santiago de cao,-7.9589,-79.2392,19.08,86,81,5.0,PE,1697234219
272,dompu,-8.5356,118.4622,22.92,94,10,0.85,ID,1697234219
273,newman,37.3138,-121.0208,30.03,37,53,1.79,US,1697233940
274,sorong,-0.8833,131.25,26.33,89,100,3.01,ID,1697234220
275,malango,-2.9627,119.9001,18.38,94,13,1.08,ID,1697234220
276,san antonio de pale,-1.4014,5.6325,25.93,82,98,4.28,GQ,1697234220
277,paracuru,-3.41,-39.0306,27.28,82,46,6.54,BR,1697233945
278,isetskoye,56.4858,65.3226,7.03,76,100,6.7,RU,1697234220
279,jieshi,22.8134,115.8257,22.99,78,53,3.25,CN,1697234220
280,pierre,44.3683,-100.351,8.51,80,100,8.75,US,1697233941
281,kidal,18.4411,1.4078,30.85,14,0,5.18,ML,1697234221
282,kuanda,56.3161,116.0806,4.28,70,100,9.08,RU,1697234221
283,mugango,-1.6833,33.7,23.17,64,17,1.39,TZ,1697234221
284,bezhetsk,57.7851,36.6965,6.16,87,94,3.4,RU,1697234221
285,baiti,13.745,-14.7482,25.6,82,100,2.16,SN,1697234221
286,vadso,70.0744,29.7487,-1.51,86,24,4.12,NO,1697234221
287,tamanrasset,22.785,5.5228,23.95,23,40,5.14,DZ,1697234221
288,nizao,18.25,-70.2,33.04,73,98,2.09,DO,1697234221
289,shagonar,51.5333,92.8,8.21,66,83,1.25,RU,1697234222
290,changji,44.0167,87.3167,13.44,50,0,3.0,CN,1697234222
291,kirakira,-10.4544,161.9205,27.68,80,100,3.74,SB,1697234222
292,remire-montjoly,4.9167,-52.2667,29.02,74,0,4.12,GF,1697234222
293,joal-fadiout,14.1667,-16.8333,28.77,75,88,1.42,SN,1697234222
294,kudat,6.8837,116.8477,25.96,100,86,1.54,MY,1697234222
295,mbandaka,0.0487,18.2603,22.47,97,100,0.76,CD,1697234222
296,castillos,-34.1667,-53.8333,8.94,66,1,2.43,UY,1697234222
297,awjilah,29.1081,21.2869,21.22,50,0,3.61,LY,1697234223
298,nikolayevsk-on-amure,53.1406,140.73,5.45,67,59,1.42,RU,1697234223
299,impfondo,1.6381,18.0667,22.01,93,100,0.54,CG,1697234223
300,fereydun kenar,36.6864,52.5225,17.46,56,0,1.71,IR,1697234223
301,calama,-22.4667,-68.9333,26.27,6,0,10.8,CL,1697234048
302,abepura,-2.6333,140.5833,26.45,78,20,1.03,ID,1697234223
303,hadibu,12.65,54.0333,26.71,78,16,1.68,YE,1697234223
304,north ward,-19.2454,146.8075,23.95,73,75,2.06,AU,1697234224
305,al kharijah,25.4514,30.5464,23.76,32,0,3.83,EG,1697234224
306,antofagasta,-23.65,-70.4,17.6,75,15,2.58,CL,1697234224
307,margate,51.3813,1.3862,11.6,82,97,4.02,GB,1697234224
308,midvagur,62.0511,-7.1939,4.46,81,75,18.01,FO,1697234224
309,gubkinskiy,64.434,76.5026,2.68,99,100,6.46,RU,1697234224
310,vanino,49.0869,140.2543,10.51,68,34,2.32,RU,1697234224
311,khor,47.8861,134.9464,8.05,84,70,3.23,RU,1697234225
312,yelizovo,53.1873,158.3805,3.78,100,75,3.13,RU,1697234225
313,kourou,5.1552,-52.6478,29.03,78,84,4.77,GF,1697234225
314,tomatlan,19.9333,-105.25,29.52,69,9,3.84,MX,1697234225
315,page,36.9147,-111.4558,18.88,25,0,4.02,US,1697234225
316,angouleme,45.65,0.15,20.18,69,75,5.66,FR,1697234225
317,aykhal,66.0,111.5,-7.74,73,70,1.34,RU,1697234225
318,ola,59.5833,151.2833,-1.99,56,81,2.98,RU,1697234225
319,takaungu,-3.6837,39.8566,26.27,88,1,3.16,KE,1697234226
320,constantia,44.1833,28.65,13.38,60,37,1.15,RO,1697234226
321,nemuro,43.3236,145.575,14.71,74,0,3.1,JP,1697234226
322,bol'sherech'ye,56.0925,74.6272,8.84,46,100,6.47,RU,1697234226
323,harstad,68.799,16.5293,1.45,71,11,4.47,NO,1697234226
324,tsiombe,-25.3,45.4833,23.37,85,85,2.4,MG,1697233926
325,cidreira,-30.1811,-50.2056,15.51,66,96,4.18,BR,1697234226
326,angra do heroismo,38.65,-27.2167,18.4,96,75,2.24,PT,1697234226
327,arkalyk,50.2486,66.9114,5.17,51,32,6.83,KZ,1697234226
328,santa elena de uairen,4.6167,-61.1333,26.63,44,99,1.12,VE,1697234227
329,bandarbeyla,9.4942,50.8122,26.15,88,8,0.76,SO,1697234227
330,suntar,62.1444,117.6319,-1.03,74,100,0.45,RU,1697234227
331,barreirinhas,-2.7469,-42.8264,26.62,79,3,4.36,BR,1697234227
332,bereeda,11.8704,51.0579,27.26,79,6,4.18,SO,1697234227
333,pembroke,45.8168,-77.1162,13.99,65,84,2.43,CA,1697234227
334,sannazzaro de' burgondi,45.1023,8.9064,21.13,72,6,2.35,IT,1697234227
335,loen,7.7601,168.2307,28.26,74,96,2.59,MH,1697234228
336,kamaishi,39.2667,141.8833,15.06,71,81,2.69,JP,1697234228
337,quellon,-43.1167,-73.6167,9.83,84,93,5.51,CL,1697234228
338,yeppoon,-23.1333,150.7333,20.88,61,0,1.08,AU,1697234228
339,palu,-0.8917,119.8707,24.31,94,69,1.61,ID,1697234228
340,harper,4.375,-7.7169,25.41,89,49,2.61,LR,1697234228
341,kerikeri,-35.2268,173.9474,18.28,81,4,2.24,NZ,1697234228
342,berezovyy,51.6667,135.7,7.41,80,22,1.43,RU,1697234228
343,tralee,52.2704,-9.7026,10.28,70,49,7.67,IE,1697234160
344,thunder bay,48.4001,-89.3168,9.99,76,75,3.6,CA,1697234229
345,nuuk,64.1835,-51.7216,4.34,70,75,10.29,GL,1697234081
346,champerico,14.3,-91.9167,32.3,74,50,3.1,GT,1697234229
347,kzyltu,53.6364,72.3414,7.48,41,77,6.23,KZ,1697234229
348,hithadhoo,-0.6,73.0833,27.14,73,49,2.95,MV,1697234229
349,paracin,43.8608,21.4078,16.83,52,63,1.52,RS,1697234096
350,ceeldheer,3.8488,47.1806,26.1,85,9,4.09,SO,1697234229
351,iskateley,67.6803,53.1512,1.12,76,100,4.02,RU,1697234229
352,starovelichkovskaya,45.4288,38.7326,13.36,25,100,0.41,RU,1697234230
353,minas de marcona,-15.2119,-75.1103,17.44,68,37,6.2,PE,1697234230
354,hotan,37.0997,79.9269,13.58,22,13,1.7,CN,1697234230
355,horby,50.0468,32.4907,9.78,62,12,2.5,UA,1697234230
356,hamilton,39.1834,-84.5333,25.43,55,75,4.12,US,1697234230
357,malmberget,67.1753,20.6549,-7.69,93,100,1.03,SE,1697234230
358,gillette,44.2911,-105.5022,5.62,64,100,3.58,US,1697233956
359,juye,35.3947,116.0883,14.77,60,0,1.31,CN,1697234231
360,silver city,32.7701,-108.2803,24.98,25,0,4.92,US,1697233968
361,missoula,47.0166,-113.8009,13.94,56,95,1.48,US,1697234117
362,ponta delgada,37.7333,-25.6667,22.88,94,75,7.72,PT,1697234231
363,acapulco de juarez,16.8634,-99.8901,30.9,70,75,4.12,MX,1697233937
364,xai-xai,-25.0519,33.6442,22.12,89,54,6.97,MZ,1697234231
365,st. thomas,42.7736,-81.1804,11.52,77,100,2.17,CA,1697234231
